loss,val_loss,accuracy,val_accuracy
2.529697895050049,1.1838380098342896,0.39915966987609863,0.7310924530029297
0.6218798756599426,0.28773364424705505,0.8851540684700012,0.9439775943756104
0.26135876774787903,0.1564296931028366,0.9439775943756104,0.9663865566253662
0.11885656416416168,0.11952374130487442,0.9691876769065857,0.9635854363441467
0.07499091327190399,0.06492836028337479,0.9782913327217102,0.9859943985939026
0.05547274649143219,0.05621993914246559,0.9866946935653687,0.9803921580314636
0.04499068483710289,0.07074284553527832,0.9873949289321899,0.9719887971878052
0.03642062842845917,0.051634281873703,0.9901960492134094,0.9859943985939026
0.041111353784799576,0.04925762489438057,0.9908963441848755,0.9831932783126831
0.027329223230481148,0.07722184807062149,0.9922969341278076,0.9831932783126831
0.0296840351074934,0.05170154199004173,0.9915966391563416,0.9775910377502441
0.023818636313080788,0.03853042051196098,0.9929971694946289,0.9859943985939026
0.017871377989649773,0.05727476626634598,0.9950980544090271,0.9831932783126831
0.019986411556601524,0.03214592486619949,0.994397759437561,0.9887955188751221
0.012712359428405762,0.053263090550899506,0.9950980544090271,0.9859943985939026
0.03792235255241394,0.08653252571821213,0.9873949289321899,0.9831932783126831
0.03706064820289612,0.0862162634730339,0.9908963441848755,0.9775910377502441
0.040136341005563736,0.22386492788791656,0.9887955188751221,0.9299719929695129
0.04039853811264038,0.07669837027788162,0.988095223903656,0.9859943985939026
0.025665609166026115,0.06135941669344902,0.9908963441848755,0.9887955188751221
0.019346417859196663,0.03654869273304939,0.9964985847473145,0.9859943985939026
0.00909390114247799,0.04010816663503647,0.9978991746902466,0.9859943985939026
0.007584243081510067,0.06902316957712173,0.9978991746902466,0.9831932783126831
0.01997734047472477,0.06357956677675247,0.9929971694946289,0.9831932783126831
0.012761544436216354,0.06748836487531662,0.9957982897758484,0.9831932783126831
0.00462449062615633,0.02376902848482132,0.9992997050285339,0.9887955188751221
0.004106420092284679,0.046934690326452255,0.9992997050285339,0.9831932783126831
0.007131070829927921,0.02424899861216545,0.9964985847473145,0.9887955188751221
0.010305491276085377,0.029470356181263924,0.9978991746902466,0.9859943985939026
0.002088121371343732,0.0384649932384491,0.9992997050285339,0.9859943985939026
0.0011516133090481162,0.03489159420132637,1.0,0.9831932783126831
0.0011491845361888409,0.035004742443561554,1.0,0.9887955188751221
0.0017693197587504983,0.04568443074822426,0.9992997050285339,0.9859943985939026
0.0014932275516912341,0.039178267121315,0.9992997050285339,0.9859943985939026
0.000420779746491462,0.025333700701594353,1.0,0.9859943985939026
0.0003250467998441309,0.03018631413578987,1.0,0.9859943985939026
0.00031914011924527586,0.030952762812376022,1.0,0.9859943985939026
0.00025949167320504785,0.025621887296438217,1.0,0.9859943985939026
0.00025332788936793804,0.03135283663868904,1.0,0.9859943985939026
0.00023596840037498623,0.028078770264983177,1.0,0.9887955188751221
0.00018431121134199202,0.025813978165388107,1.0,0.9859943985939026
0.0001825014769565314,0.027180247008800507,1.0,0.9859943985939026
0.00015859006089158356,0.024738933891057968,1.0,0.9887955188751221
0.00014481956895906478,0.028590096160769463,1.0,0.9887955188751221
0.00014494593779090792,0.02431406080722809,1.0,0.9887955188751221
0.00013570146984420717,0.02683207578957081,1.0,0.9887955188751221
0.00012891748338006437,0.02568751387298107,1.0,0.9887955188751221
0.0001523381215520203,0.02720988355576992,1.0,0.9859943985939026
0.00014857386122457683,0.022452982142567635,1.0,0.9915966391563416
0.00013911208952777088,0.02750909887254238,1.0,0.9859943985939026
0.00010645589645719156,0.024646908044815063,1.0,0.9887955188751221
0.00010004688374465331,0.025678079575300217,1.0,0.9859943985939026
9.505522029940039e-05,0.025316830724477768,1.0,0.9887955188751221
9.041739394888282e-05,0.025574954226613045,1.0,0.9859943985939026
8.850252197589725e-05,0.02591485157608986,1.0,0.9859943985939026
8.517756214132532e-05,0.026957910507917404,1.0,0.9859943985939026
8.61227817949839e-05,0.023842105641961098,1.0,0.9887955188751221
9.269644942833111e-05,0.02748982049524784,1.0,0.9859943985939026
8.20704226498492e-05,0.025638647377490997,1.0,0.9859943985939026
7.685016316827387e-05,0.023602552711963654,1.0,0.9859943985939026
7.108086720108986e-05,0.026141474023461342,1.0,0.9859943985939026
6.957838195376098e-05,0.02422589808702469,1.0,0.9859943985939026
6.539077003253624e-05,0.02495604380965233,1.0,0.9859943985939026
7.103835378075019e-05,0.022212358191609383,1.0,0.9887955188751221
6.693349860142916e-05,0.02681683748960495,1.0,0.9859943985939026
6.138181925052777e-05,0.024017883464694023,1.0,0.9859943985939026
5.953508662059903e-05,0.025408590212464333,1.0,0.9887955188751221
5.6139309890568256e-05,0.02429359219968319,1.0,0.9859943985939026
5.8497211284702644e-05,0.025489481166005135,1.0,0.9859943985939026
6.09098315180745e-05,0.02536419965326786,1.0,0.9859943985939026
5.375070031732321e-05,0.02567443810403347,1.0,0.9859943985939026
5.217624857323244e-05,0.023898376151919365,1.0,0.9887955188751221
4.896370228379965e-05,0.024883916601538658,1.0,0.9859943985939026
4.849055767408572e-05,0.02442994900047779,1.0,0.9859943985939026
4.9346130253979936e-05,0.023975370451807976,1.0,0.9887955188751221
4.965344851370901e-05,0.02583182416856289,1.0,0.9859943985939026
4.4437922042561695e-05,0.023999283090233803,1.0,0.9859943985939026
4.148670268477872e-05,0.025654111057519913,1.0,0.9859943985939026
4.177103255642578e-05,0.024894768372178078,1.0,0.9859943985939026
3.95024981116876e-05,0.02516939863562584,1.0,0.9859943985939026
3.851437213597819e-05,0.025131147354841232,1.0,0.9859943985939026
3.739760722965002e-05,0.025157231837511063,1.0,0.9859943985939026
3.685763294924982e-05,0.02563861757516861,1.0,0.9859943985939026
3.71889109374024e-05,0.025847822427749634,1.0,0.9859943985939026
3.437744453549385e-05,0.02492537535727024,1.0,0.9859943985939026
3.567077510524541e-05,0.02399548515677452,1.0,0.9859943985939026
3.3324791729683056e-05,0.025192290544509888,1.0,0.9859943985939026
3.200183709850535e-05,0.025518357753753662,1.0,0.9859943985939026
3.2602434657746926e-05,0.02510419860482216,1.0,0.9859943985939026
3.448811548878439e-05,0.023712441325187683,1.0,0.9831932783126831
3.140716944471933e-05,0.0269479937851429,1.0,0.9859943985939026
2.9752092814305797e-05,0.024111974984407425,1.0,0.9887955188751221
3.035178997379262e-05,0.0254045557230711,1.0,0.9831932783126831
2.833643702615518e-05,0.025409266352653503,1.0,0.9859943985939026
2.699363358260598e-05,0.026587767526507378,1.0,0.9859943985939026
2.806267366395332e-05,0.024949362501502037,1.0,0.9859943985939026
